class,index,pred
class_1,3311,0.1
class_1,3312,0.2
class_1,3313,0.7
class_1,3314,0.5
class_1,3315,0.3
class_1,3316,0.8
class_1,3317,0.3
class_1,3318,0.8
class_1,3319,0.1
class_1,3320,1
class_1,3321,0.2
class_1,3322,0.3
class_1,3323,1
class_1,3324,1
class_1,3325,1
class_1,3326,0.7
class_1,3327,1
class_1,3328,1
class_1,3329,1
class_1,3330,1
class_1,3331,0.9
class_1,3332,0.9
class_1,3333,0.9
class_1,3334,1
class_1,3335,0.5
class_1,3336,1
class_1,3337,1
class_1,3338,1
class_1,3339,0.2
class_1,3340,0.2
class_1,3341,0.9
class_1,3342,1
class_1,3343,0.1
class_1,3344,1
class_1,3345,1
class_1,3346,0.4
class_1,3347,1
class_1,3348,1
class_1,3349,1
class_1,3350,1
class_1,3351,1
class_1,3352,1
class_1,3353,0.9
class_1,3354,1
class_1,3355,0.7
class_1,3356,0.2
class_1,3357,1
class_1,3358,1
class_1,3359,0.3
class_1,3360,0.3
class_1,3361,0.7
class_1,3362,1
class_1,3363,1
class_1,3364,1
class_1,3365,0.5
class_1,3366,1
class_1,3367,1
class_1,3368,0.3
class_1,3369,1
class_1,3370,0.3
class_1,3371,1
class_1,3372,0
class_1,3373,1
class_1,3374,1
class_1,3375,0.9
class_1,3376,1
class_1,3377,0.8
class_1,3378,0.7
class_1,3379,1
class_1,3380,1
class_1,3381,0.3
class_1,3382,1
class_1,3383,1
class_1,3384,1
class_1,3385,1
class_1,3386,1
class_1,3387,1
class_1,3388,1
class_1,3389,0.9
class_1,3390,0
class_1,3391,0
class_1,3392,0.8
class_1,3393,0.9
class_1,3394,1
class_1,3395,1
class_1,3396,0.1
class_1,3397,1
class_1,3398,0.9
class_1,3399,0.7
class_1,3400,0.9
class_1,3401,0.8
class_1,3402,0.3
class_1,3403,0.1
class_1,3404,0.9
class_1,3405,0.4
class_1,3406,0
class_1,3407,1
class_1,3408,1
class_1,3409,1
class_1,3410,0.2
class_1,3411,1
class_1,3412,0.7
class_1,3413,1
class_1,3414,0.6
class_1,3415,1
class_1,3416,0.6
class_1,3417,0
class_1,3418,0.1
class_1,3419,0.7
class_1,3420,0.4
class_1,3421,0.8
class_1,3422,0.8
class_1,3423,0.8
class_1,3424,0.2
class_1,3425,1
class_1,3426,1
class_1,3427,0.7
class_1,3428,0.9
class_1,3429,0.8
class_1,3430,0.8
class_1,3431,0.1
class_1,3432,0.1
class_1,3433,0.5
class_1,3434,0.5
class_1,3435,0.6
class_1,3436,1
class_1,3437,0.9
class_1,3438,0.9
class_1,3439,0.3
class_1,3440,0.3
class_1,3441,1
class_1,3442,1
class_1,3443,0.8
class_1,3444,0.4
class_1,3445,0.4
class_1,3446,1
class_1,3447,1
class_1,3448,0.5
class_1,3449,0.2
class_1,3450,1
class_1,3451,1
class_1,3452,1
class_1,3453,1
class_1,3454,0.7
class_1,3455,0.3
class_1,3456,1
class_1,3457,1
class_1,3458,0.9
class_1,3459,0.9
class_1,3460,1
class_1,3461,1
class_1,3462,0.3
class_1,3463,0.7
class_1,3464,0.9
class_1,3465,0.8
class_1,3466,0.7
class_1,3467,0.9
class_1,3468,0.9
class_1,3469,0
class_1,3470,0.4
class_1,3471,0.7
class_1,3472,0.2
class_1,3473,0.5
class_1,3474,0.7
class_1,3475,0.1
class_1,3476,0.4
class_1,3477,0.6
class_1,3478,1
class_1,3479,1
class_1,3480,1
class_1,3481,0.9
class_1,3482,0.8
class_1,3483,0.9
class_1,3484,1
class_1,3485,1
class_1,3486,0.3
class_1,3487,1
class_1,3488,1
class_1,3489,0.8
class_1,3490,1
class_1,3491,0.6
class_1,3492,0.2
class_1,3493,1
class_1,3494,1
class_1,3495,1
class_1,3496,1
class_1,3497,1
class_1,3498,0.9
class_1,3499,1
class_1,3500,1
class_1,3501,1
class_1,3502,0.9
class_1,3503,1
class_1,3504,1
class_1,3505,1
class_1,3506,0.5
class_1,3507,0.7
class_1,3508,0.7
class_1,3509,0.9
class_1,3510,0.5
class_1,3511,0.1
class_1,3512,1
class_1,3513,1
class_1,3514,0.5
class_1,3515,0.1
class_1,3516,0.3
class_1,3517,1
class_1,3518,0.4
class_1,3519,1
class_1,3520,0.6
class_1,3521,0.9
class_1,3522,1
class_1,3523,0.7
class_1,3524,0.5
class_1,3525,0.2
class_1,3526,0
class_1,3527,0.8
class_1,3528,1
class_1,3529,1
class_1,3530,1
class_1,3531,0.6
class_1,3532,1
class_1,3533,0.8
class_1,3534,0.1
class_1,3535,1
class_1,3536,0.5
class_1,3537,1
class_1,3538,1
class_1,3539,0.2
class_1,3540,1
class_1,3541,0.3
class_1,3542,1
class_1,3543,1
class_1,3544,1
class_1,3545,0.7
class_1,3546,1
class_1,3547,1
class_1,3548,0.8
class_1,3549,0
class_1,3550,1
class_1,3551,0.3
class_1,3552,1
class_1,3553,0.7
class_1,3554,1
class_1,3555,0.3
class_1,3556,0.5
class_1,3557,0.6
class_1,3558,1
class_1,3559,0.8
class_1,3560,1
class_1,3561,1
class_1,3562,1
class_1,3563,1
class_1,3564,1
class_1,3565,1
class_1,3566,1
class_1,3567,1
class_1,3568,1
class_1,3569,0.9
class_1,3570,1
class_1,3571,1
class_1,3572,1
class_1,3573,1
class_1,3574,1
class_1,3575,0.4
class_1,3576,1
class_1,3577,1
class_1,3578,1
class_1,3579,0.7
class_1,3580,0.9
class_1,3581,1
class_1,3582,1
class_1,3583,1
class_1,3584,0.4
class_1,3585,0.4
class_1,3586,0.7
class_1,3587,0.1
class_1,3588,0.9
class_1,3589,1
class_1,3590,1
class_1,3591,1
class_1,3592,1
class_1,3593,0.4
class_1,3594,0.8
class_1,3595,1
class_1,3596,0.9
class_1,3597,0.5
class_1,3598,0.2
class_1,3599,0.8
class_1,3600,1
class_1,3601,0
class_1,3602,0.8
class_1,3603,0.9
class_1,3604,0.6
class_1,3605,1
class_1,3606,1
class_1,3607,0.6
class_1,3608,1
class_1,3609,1
class_1,3610,0.5
class_1,3611,1
class_1,3612,0.2
class_1,3613,1
class_1,3614,0.6
class_1,3615,0.8
class_1,3616,1
class_1,3617,1
class_1,3618,1
class_1,3619,0.7
class_1,3620,1
class_1,3621,0.8
class_1,3622,0.8
class_1,3623,0.9
class_1,3624,1
class_1,3625,1
class_1,3626,0.8
class_1,3627,1
class_1,3628,1
class_1,3629,1
class_1,3630,1
class_1,3631,0.9
class_1,3632,0.9
class_1,3633,0.7
class_1,3634,1
class_1,3635,1
class_1,3636,0.2
class_1,3637,0.8
class_1,3638,0.8
class_1,3639,1
class_1,3640,1
class_1,3641,1
class_1,3642,1
class_1,3643,1
class_1,3644,1
class_1,3645,1
class_1,3646,1
class_1,3647,0.5
class_1,3648,1
class_1,3649,0.2
class_1,3650,0
class_1,3651,0.7
class_1,3652,0.8
class_1,3653,0.5
class_1,3654,1
class_1,3655,1
class_1,3656,0.7
class_1,3657,0.7
class_1,3658,1
class_1,3659,0.9
class_1,3660,0.8
class_1,3661,0.8
class_1,3662,0
class_1,3663,1
class_1,3664,1
class_1,3665,0.7
class_1,3666,1
class_1,3667,1
class_1,3668,1
class_1,3669,0.3
class_1,3670,0.1
class_1,3671,0.9
class_1,3672,1
class_1,3673,0.7
class_1,3674,1
class_1,3675,0.4
class_1,3676,0.1
class_1,3677,1
class_1,3678,1
class_1,3679,0.8
class_1,3680,1
class_1,3681,1
class_1,3682,1
class_1,3683,1
class_1,3684,0.1
class_1,3685,0.3
class_1,3686,0.9
class_1,3687,0.7
class_1,3688,1
class_1,3689,1
class_1,3690,0.9
class_1,3691,1
class_1,3692,0.8
class_1,3693,0.1
class_1,3694,0.5
class_1,3695,0.2
class_1,3696,1
class_1,3697,0.9
class_1,3698,0.2
class_1,3699,1
class_1,3700,1
class_1,3701,0.8
class_1,3702,1
class_1,3703,0.2
class_1,3704,1
class_1,3705,1
class_1,3706,0.9
class_1,3707,0.6
class_1,3708,0.1
class_1,3709,1
class_1,3710,0
class_1,3711,1
class_1,3712,0.9
class_1,3713,1
class_1,3714,1
class_1,3715,1
class_1,3716,0.6
class_1,3717,0.1
class_1,3718,1
class_1,3719,1
class_1,3720,1
class_1,3721,0.8
class_1,3722,1
class_1,3723,0.7
class_1,3724,1
class_1,3725,0.3
class_1,3726,0.4
class_1,3727,1
class_1,3728,0.9
class_1,3729,1
class_1,3730,1
class_1,3731,0.1
class_1,3732,0.6
class_1,3733,1
class_1,3734,1
class_1,3735,0.4
class_1,3736,0.8
class_1,3737,1
class_1,3738,0.3
class_1,3739,1
class_1,3740,1
class_1,3741,1
class_1,3742,0.7
class_1,3743,0.7
class_1,3744,0.7
class_1,3745,1
class_1,3746,0.3
class_1,3747,1
class_1,3748,1
class_1,3749,0.8
class_1,3750,1
class_1,3751,1
class_1,3752,1
class_1,3753,1
class_1,3754,1
class_1,3755,1
class_1,3756,0.8
class_1,3757,1
class_1,3758,0.8
class_1,3759,0.8
class_1,3760,0.8
class_1,3761,1
class_1,3762,0.5
class_1,3763,1
class_1,3764,1
class_1,3765,1
class_1,3766,0
class_1,3767,0.8
class_1,3768,1
class_1,3769,0.1
class_1,3770,0.8
class_1,3771,0
class_1,3772,1
class_1,3773,0.8
class_1,3774,1
class_1,3775,1
class_1,3776,1
class_1,3777,1
class_1,3778,1
class_1,3779,0.8
class_1,3780,1
class_1,3781,1
class_1,3782,0.1
class_1,3783,1
class_1,3784,0.6
class_1,3785,1
class_1,3786,1
class_1,3787,0.8
class_1,3788,0.3
class_1,3789,1
class_1,3790,0.1
class_1,3791,0
class_1,3792,1
class_1,3793,0.9
class_1,3794,1
class_1,3795,1
class_1,3796,0.9
class_1,3797,0.8
class_1,3798,1
class_1,3799,1
class_1,3800,1
class_1,3801,0.3
class_1,3802,1
class_1,3803,1
class_1,3804,0.3
class_1,3805,0.8
class_1,3806,1
class_1,3807,1
class_1,3808,0.9
class_1,3809,1
class_1,3810,0.9
class_1,3811,0.4
class_1,3812,0
class_1,3813,1
class_1,3814,0.3
class_1,3815,0.9
class_1,3816,1
class_1,3817,1
class_1,3818,1
class_1,3819,0.9
class_1,3820,1
class_1,3821,1
class_1,3822,0.6
class_1,3823,1
class_1,3824,1
class_1,3825,1
class_1,3826,0.9
class_1,3827,1
class_1,3828,1
class_1,3829,1
class_1,3830,1
class_1,3831,1
class_1,3832,1
class_1,3833,0.7
class_1,3834,1
class_1,3835,1
class_1,3836,1
class_1,3837,0.1
class_1,3838,0.7
class_1,3839,1
class_1,3840,0.9
class_1,3841,0.9
class_1,3842,0.7
class_1,3843,0.3
class_1,3844,0.8
class_1,3845,1
class_1,3846,1
class_1,3847,0.1
class_1,3848,1
class_1,3849,1
class_1,3850,0.5
class_1,3851,0.9
class_1,3852,0.6
class_1,3853,1
class_1,3854,0.8
class_1,3855,1
class_1,3856,0.8
class_1,3857,0.4
class_1,3858,1
class_1,3859,1
class_1,3860,1
class_1,3861,1
class_1,3862,1
class_1,3863,0.6
class_1,3864,1
class_1,3865,0.6
class_1,3866,0.6
class_1,3867,0.9
class_1,3868,0.9
class_1,3869,0.8
class_1,3870,0.7
class_1,3871,1
class_1,3872,1
class_1,3873,1
class_1,3874,1
class_1,3875,0.2
class_1,3876,0.1
class_1,3877,0.9
class_1,3878,1
class_1,3879,1
class_1,3880,0.1
class_1,3881,1
class_1,3882,1
class_1,3883,0.9
class_1,3884,0.9
class_1,3885,0.1
class_1,3886,1
class_1,3887,1
class_1,3888,1
class_1,3889,1
class_1,3890,1
class_1,3891,0.8
class_1,3892,1
class_1,3893,0
class_1,3894,0.4
class_1,3895,1
class_1,3896,1
class_1,3897,0.6
class_1,3898,1
class_1,3899,1
class_1,3900,0.2
class_1,3901,1
class_1,3902,0.8
class_1,3903,1
class_1,3904,0.9
class_1,3905,1
class_1,3906,1
class_1,3907,0
class_1,3908,0.5
class_1,3909,1
class_1,3910,0.8
class_1,3911,1
class_1,3912,0.9
class_1,3913,1
class_1,3914,1
class_1,3915,0.1
class_1,3916,1
class_1,3917,1
class_1,3918,0.4
class_1,3919,1
class_1,3920,0.3
class_1,3921,0.4
class_1,3922,1
class_1,3923,1
class_1,3924,0.5
class_1,3925,0.4
class_1,3926,1
class_1,3927,1
class_1,3928,1
class_1,3929,1
class_1,3930,1
class_1,3931,1
class_1,3932,1
class_1,3933,1
class_1,3934,1
class_1,3935,1
class_1,3936,1
class_1,3937,1
class_1,3938,1
class_1,3939,1
class_1,3940,0.2
class_1,3941,0.8
class_1,3942,1
class_1,3943,1
class_1,3944,1
class_1,3945,1
class_1,3946,1
class_1,3947,1
class_1,3948,1
class_1,3949,0.9
class_1,3950,0.9
class_1,3951,1
class_1,3952,0.2
class_1,3953,0.7
class_1,3954,1
class_1,3955,1
class_1,3956,0.6
class_1,3957,0.6
class_1,3958,0.4
class_1,3959,1
class_1,3960,1
class_1,3961,0.8
class_1,3962,0.8
class_1,3963,0.9
class_1,3964,1
class_1,3965,0.6
class_1,3966,0.9
class_1,3967,1
class_1,3968,0.3
class_1,3969,0.9
class_1,3970,1
class_1,3971,1
class_1,3972,0.4
class_1,3973,0.9
class_1,3974,1
class_1,3975,0.6
class_1,3976,1
class_1,3977,1
class_1,3978,1
class_1,3979,0
class_1,3980,0.2
class_1,3981,0.3
class_1,3982,1
class_1,3983,1
class_1,3984,1
class_1,3985,1
class_1,3986,1
class_1,3987,1
class_1,3988,1
class_1,3989,0.8
class_1,3990,1
class_1,3991,0.9
class_1,3992,1
class_1,3993,1
class_1,3994,0.9
class_1,3995,0.6
class_1,3996,1
class_1,3997,1
class_1,3998,1
class_1,3999,1
class_1,4000,0.6
class_1,4001,0.8
class_1,4002,1
class_1,4003,1
class_1,4004,0.9
class_1,4005,1
class_1,4006,0.9
class_1,4007,1
class_1,4008,0.7
class_1,4009,1
class_1,4010,1
class_1,4011,0.3
class_1,4012,0
class_1,4013,0.8
class_1,4014,0.3
class_1,4015,1
class_1,4016,0.3
class_1,4017,0.3
class_1,4018,1
class_1,4019,0.6
class_1,4020,0.9
class_1,4021,0.5
class_1,4022,0.8
class_1,4023,0.7
class_1,4024,1
class_1,4025,1
class_1,4026,1
class_1,4027,0.3
class_1,4028,0.9
class_1,4029,0.7
class_1,4030,1
class_1,4031,0.6
class_1,4032,0.8
class_1,4033,1
class_1,4034,1
class_1,4035,0.1
class_1,4036,0.1
class_1,4037,1
class_1,4038,1
class_1,4039,1
class_1,4040,0.9
class_1,4041,0.5
class_1,4042,0.5
class_1,4043,0.8
class_1,4044,1
class_1,4045,1
class_1,4046,1
class_1,4047,1
class_1,4048,0.5
class_1,4049,1
class_1,4050,1
class_1,4051,1
class_1,4052,1
class_1,4053,0
class_1,4054,1
class_1,4055,0.4
class_1,4056,1
class_1,4057,1
class_1,4058,1
class_1,4059,1
class_1,4060,1
class_1,4061,1
class_1,4062,0.8
class_1,4063,0.9
class_1,4064,1
class_1,4065,1
class_1,4066,0.6
class_1,4067,1
class_1,4068,0.5
class_1,4069,0.9
class_1,4070,0.8
class_1,4071,0.8
class_1,4072,1
class_1,4073,0.5
class_1,4074,0.9
class_1,4075,0.1
class_1,4076,1
class_1,4077,0.3
class_1,4078,1
class_1,4079,1
class_1,4080,1
class_1,4081,0.7
class_1,4082,1
class_1,4083,0.9
class_1,4084,1
class_1,4085,1
class_1,4086,0.9
class_1,4087,1
class_1,4088,1
class_1,4089,0
class_1,4090,0.8
class_1,4091,0.8
class_1,4092,1
class_1,4093,0.1
class_1,4094,1
class_1,4095,0.7
class_1,4096,1
class_1,4097,0.8
class_1,4098,0.8
class_1,4099,1
class_1,4100,0.3
class_1,4101,0.1
class_1,4102,1
class_1,4103,0.6
class_1,4104,1
class_1,4105,1
class_1,4106,0.2
class_1,4107,0.5
class_1,4108,0.6
class_1,4109,0
class_1,4110,1
class_1,4111,1
class_1,4112,1
class_1,4113,1
class_1,4114,1
class_1,4115,1
class_1,4116,1
class_1,4117,1
class_1,4118,1
class_1,4119,0.9
class_1,4120,0.6
class_1,4121,1
class_1,4122,1
class_1,4123,1
class_1,4124,1
class_1,4125,0.2
class_1,4126,1
class_1,4127,0
class_1,4128,0.9
class_1,4129,0.8
class_1,4130,0.7
class_1,4131,1
class_1,4132,1
class_1,4133,1
class_1,4134,1
class_1,4135,1
class_1,4136,0.6
class_1,4137,0.3
class_1,4138,1
class_1,4139,1
class_1,4140,0.9
class_1,4141,0.7
class_1,4142,1
class_1,4143,0.9
class_1,4144,1
class_1,4145,0.5
class_1,4146,1
class_1,4147,1
class_1,4148,1
class_1,4149,0.8
class_1,4150,1
class_1,4151,0.1
class_1,4152,0
class_1,4153,0.2
class_1,4154,1
class_1,4155,0.6
class_1,4156,1
class_1,4157,1
class_1,4158,0.5
class_1,4159,0.6
class_1,4160,0.9
class_1,4161,0.6
class_1,4162,1
class_1,4163,0.3
class_1,4164,0.3
class_1,4165,0.8
class_1,4166,1
class_1,4167,1
class_1,4168,0.3
class_1,4169,1
class_1,4170,1
class_1,4171,0.8
class_1,4172,0.9
class_1,4173,1
class_1,4174,1
class_1,4175,0
class_1,4176,1
class_1,4177,1
class_1,4178,0.8
class_1,4179,0.9
class_1,4180,0.7
class_1,4181,1
class_1,4182,1
class_1,4183,0.6
class_1,4184,1
class_1,4185,1
class_1,4186,1
class_1,4187,0.3
class_1,4188,0.6
class_1,4189,0.7
class_1,4190,1
class_1,4191,1
class_1,4192,1
class_1,4193,0.9
class_1,4194,0.7
class_1,4195,1
class_1,4196,1
class_1,4197,1
class_1,4198,1
class_1,4199,1
class_1,4200,0.5
class_1,4201,1
class_1,4202,1
class_1,4203,1
class_1,4204,1
class_1,4205,1
class_1,4206,0.7
class_1,4207,1
class_1,4208,1
class_1,4209,0.7
class_1,4210,1
class_1,4211,0.6
class_1,4212,0.5
class_1,4213,0.4
class_1,4214,1
class_1,4215,1
class_1,4216,1
class_1,4217,0.5
class_1,4218,0.9
class_1,4219,0.9
class_1,4220,0.8
class_1,4221,1
class_1,4222,0.8
class_1,4223,0.7
class_1,4224,0.8
class_1,4225,0.8
class_1,4226,0.1
class_1,4227,1
class_1,4228,1
class_1,4229,1
class_1,4230,1
class_1,4231,1
class_1,4232,0.7
class_1,4233,0.9
class_1,4234,1
class_1,4235,0.5
class_1,4236,1
class_1,4237,1
class_1,4238,1
class_1,4239,1
class_1,4240,0.2
class_1,4241,0.2
class_1,4242,0.9
class_1,4243,0.8
class_1,4244,1
class_1,4245,0.4
class_1,4246,1
class_1,4247,0.7
class_1,4248,1
class_1,4249,0.9
class_1,4250,1
class_1,4251,0.5
class_1,4252,0.8
class_1,4253,1
class_1,4254,0.5
class_1,4255,1
class_1,4256,1
class_1,4257,1
class_1,4258,0
class_1,4259,0.6
class_1,4260,1
class_1,4261,1
class_1,4262,1
class_1,4263,1
class_1,4264,1
class_1,4265,1
class_1,4266,1
class_1,4267,1
class_1,4268,0.9
class_1,4269,0.9
class_1,4270,1
class_1,4271,1
class_1,4272,1
class_1,4273,1
class_1,4274,1
class_1,4275,1
class_1,4276,0.7
class_1,4277,1
class_1,4278,1
class_1,4279,1
class_1,4280,0.7
class_1,4281,0.4
class_1,4282,1
class_1,4283,1
class_1,4284,1
class_1,4285,0.9
class_1,4286,0.7
class_1,4287,1
class_1,4288,1
class_1,4289,0.6
class_1,4290,0.4
class_1,4291,0.6
class_1,4292,0.8
class_1,4293,1
class_1,4294,0.1
class_1,4295,1
class_1,4296,1
class_1,4297,1
class_1,4298,0.9
class_1,4299,0.7
class_1,4300,1
class_1,4301,0.2
class_1,4302,0.8
class_1,4303,1
class_1,4304,0.9
class_1,4305,1
class_1,4306,0.2
class_1,4307,1
class_1,4308,1
class_1,4309,0.8
class_1,4310,1
class_1,4311,1
class_1,4312,1
class_1,4313,1
class_1,4314,0.8
class_1,4315,0
class_1,4316,1
class_1,4317,0.6
class_1,4318,0.2
class_1,4319,1
class_1,4320,1
class_1,4321,1
class_1,4322,0.7
class_1,4323,0
class_1,4324,0.4
class_1,4325,0.7
class_1,4326,0.9
class_1,4327,0.8
class_1,4328,0.8
class_1,4329,1
class_1,4330,0.8
class_1,4331,0.2
class_1,4332,1
class_1,4333,0.9
class_1,4334,1
class_1,4335,0.3
class_1,4336,1
class_1,4337,1
class_1,4338,1
class_1,4339,0.8
class_1,4340,0
class_1,4341,1
class_1,4342,0.2
class_1,4343,1
class_1,4344,0.9
class_1,4345,1
class_1,4346,0
class_1,4347,0.1
class_1,4348,1
class_1,4349,0.4
class_1,4350,0.7
class_1,4351,0.9
class_1,4352,0.8
class_1,4353,0.3
class_1,4354,0
class_1,4355,0.5
class_1,4356,1
class_1,4357,0.7
class_1,4358,0.3
class_1,4359,0.2
class_1,4360,0.3
class_1,4361,0.6
class_1,4362,0.7
class_1,4363,1
class_1,4364,1
class_1,4365,0.2
class_1,4366,1
class_1,4367,1
class_1,4368,0.1
class_1,4369,1
class_1,4370,1
class_1,4371,0.6
class_1,4372,0.2
class_1,4373,0.8
class_1,4374,0.7
class_1,4375,1
class_1,4376,1
class_1,4377,0.6
class_1,4378,0.1
class_1,4379,1
class_1,4380,0.5
class_1,4381,0.6
class_1,4382,1
class_1,4383,1
class_1,4384,0.7
class_1,4385,0.5
class_1,4386,0.9
class_1,4387,0.6
class_1,4388,0
class_1,4389,1
class_1,4390,1
class_1,4391,1
class_1,4392,1
class_1,4393,0.5
class_1,4394,0.2
class_1,4395,1
class_1,4396,0.8
class_1,4397,0.8
class_1,4398,1
class_1,4399,1
class_1,4400,1
class_1,4401,0.6
class_1,4402,1
class_1,4403,0.3
class_1,4404,0.9
class_1,4405,1
class_1,4406,1
class_1,4407,0.6
class_1,4408,1
class_1,4409,1
class_1,4410,1
class_1,4411,1
class_1,4412,1
class_1,4413,0
class_1,4414,0.8
class_1,4415,1
class_1,4416,0.1
class_1,4417,0.8
class_1,4418,1
class_1,4419,1
class_1,4420,0.1
class_1,4421,0.7
class_1,4422,0.8
class_1,4423,0.9
class_1,4424,0.5
class_1,4425,1
class_1,4426,1
class_1,4427,0.3
class_1,4428,0.3
class_1,4429,0.2
class_1,4430,1
class_1,4431,1
class_1,4432,0.2
class_1,4433,0.9
class_1,4434,0.9
class_1,4435,0.9
class_1,4436,1
class_1,4437,0
class_1,4438,1
class_1,4439,0.2
class_1,4440,1
class_1,4441,1
class_1,4442,0.8
class_1,4443,1
class_1,4444,1
class_1,4445,1
class_1,4446,0.9
class_1,4447,1
class_1,4448,0.7
class_1,4449,0.9
class_1,4450,0.9
class_1,4451,0.4
class_1,4452,1
class_1,4453,0.6
class_1,4454,0.5
class_1,4455,0.7
class_1,4456,0.9
class_1,4457,0.5
class_1,4458,1
class_1,4459,0.5
class_1,4460,1
class_1,4461,0.1
class_1,4462,0.2
class_1,4463,1
class_1,4464,1
class_1,4465,1
class_1,4466,1
class_1,4467,0.9
class_1,4468,1
class_1,4469,0.7
class_1,4470,0
class_1,4471,1
class_1,4472,1
class_1,4473,1
class_1,4474,0.8
class_1,4475,1
class_1,4476,0.8
class_1,4477,1
class_1,4478,0
class_1,4479,0.7
class_1,4480,1
class_1,4481,1
class_1,4482,0.6
class_1,4483,1
class_1,4484,1
class_1,4485,1
class_1,4486,1
class_1,4487,1
class_1,4488,0.9
class_1,4489,0.4
class_1,4490,0.8
class_1,4491,0.7
class_1,4492,0.1
class_1,4493,0.7
class_1,4494,0.4
class_1,4495,1
class_1,4496,1
class_1,4497,1
class_1,4498,1
class_1,4499,0.6
class_1,4500,1
class_1,4501,0.7
class_1,4502,0.4
class_1,4503,1
class_1,4504,1
class_1,4505,0.6
class_1,4506,1
class_1,4507,0.6
class_1,4508,1
class_1,4509,1
class_1,4510,0.8
class_1,4511,1
class_1,4512,1
class_1,4513,0.7
class_1,4514,0.1
class_1,4515,1
class_1,4516,1
class_1,4517,1
class_1,4518,1
class_1,4519,0.7
class_1,4520,1
class_1,4521,0.9
class_1,4522,1
class_1,4523,1
class_1,4524,0.4
class_1,4525,0.9
class_1,4526,1
class_1,4527,1
class_1,4528,0.9
class_1,4529,0.9
class_1,4530,0.7
class_1,4531,1
class_1,4532,1
class_1,4533,1
class_1,4534,1
class_1,4535,0.5
class_1,4536,0.9
class_1,4537,0.9
class_1,4538,1
class_1,4539,1
class_1,4540,0.5
class_1,4541,0.6
class_1,4542,0.9
class_1,4543,1
class_1,4544,0.5
class_1,4545,0.9
class_1,4546,1
class_1,4547,0.5
class_1,4548,0.1
class_1,4549,0.5
class_1,4550,0.9
class_1,4551,0.5
class_1,4552,1
class_1,4553,0.2
class_1,4554,0.7
class_1,4555,1
class_1,4556,0.9
class_1,4557,1
class_1,4558,1
class_1,4559,1
class_1,4560,1
class_1,4561,1
class_1,4562,1
class_1,4563,0.9
class_1,4564,1
class_1,4565,1
class_1,4566,0.6
class_1,4567,1
class_1,4568,1
class_1,4569,1
class_1,4570,1
class_1,4571,0
class_1,4572,0.9
class_1,4573,1
class_1,4574,0.5
class_1,4575,0.7
class_1,4576,0.7
class_1,4577,0.9
class_1,4578,0.8
class_1,4579,0.9
class_1,4580,0.9
class_1,4581,0.8
class_1,4582,1
class_1,4583,0.1
class_1,4584,0.2
class_1,4585,1
class_1,4586,0.7
class_1,4587,1
class_1,4588,0.8
class_1,4589,1
class_1,4590,0.1
class_1,4591,1
class_1,4592,0.9
class_1,4593,1
class_1,4594,1
class_1,4595,1
class_1,4596,0.6
class_1,4597,0.7
class_1,4598,1
class_1,4599,1
class_1,4600,1
class_1,4601,1
class_1,4602,1
class_1,4603,0.3
class_1,4604,1
class_1,4605,1
class_1,4606,1
class_1,4607,1
class_1,4608,0.9
class_1,4609,0.5
class_1,4610,1
class_1,4611,1
class_1,4612,0.7
class_1,4613,1
class_1,4614,0.2
class_1,4615,1
class_1,4616,1
class_1,4617,1
class_1,4618,1
class_1,4619,0.8
class_1,4620,0.6
class_1,4621,1
class_1,4622,0.8
class_1,4623,0.6
class_1,4624,0.8
class_1,4625,1
class_1,4626,0.6
class_1,4627,0
class_1,4628,0.2
class_1,4629,1
class_1,4630,1
class_1,4631,1
class_1,4632,1
class_1,4633,0
class_1,4634,0
class_1,4635,0.4
class_1,4636,0.9
class_1,4637,1
class_1,4638,0.1
class_1,4639,0.7
class_1,4640,1
class_1,4641,0
class_1,4642,0.9
class_1,4643,0.8
class_1,4644,0.7
class_1,4645,1
class_1,4646,0.9
class_1,4647,0.3
class_1,4648,1
class_1,4649,0.4
class_1,4650,1
class_1,4651,1
class_1,4652,1
class_1,4653,0.7
class_1,4654,1
class_1,4655,1
class_1,4656,1
class_1,4657,0.3
class_1,4658,0.7
class_1,4659,1
class_1,4660,0.5
class_1,4661,1
class_1,4662,1
class_1,4663,0
class_1,4664,1
class_1,4665,1
class_1,4666,0.9
class_1,4667,0.2
class_1,4668,1
class_1,4669,1
class_1,4670,0.6
class_1,4671,1
class_1,4672,1
class_1,4673,1
class_1,4674,1
class_1,4675,0.8
class_1,4676,0
class_1,4677,1
class_1,4678,1
class_1,4679,1
class_1,4680,1
class_1,4681,0.8
class_1,4682,1
class_1,4683,0.1
class_1,4684,1
class_1,4685,1
class_1,4686,1
class_1,4687,0.6
class_1,4688,0.7
class_1,4689,0.9
class_1,4690,1
class_1,4691,0.3
class_1,4692,0.6
class_1,4693,1
class_1,4694,0
class_1,4695,0.4
class_1,4696,1
class_1,4697,0.7
class_1,4698,0.9
class_1,4699,0.2
class_1,4700,0
class_1,4701,0.7
class_1,4702,0.8
class_1,4703,0.9
class_1,4704,0.2
class_1,4705,1
class_1,4706,1
class_1,4707,0.8
class_1,4708,1
class_1,4709,1
class_1,4710,1
class_1,4711,1
class_1,4712,1
class_1,4713,1
class_1,4714,1
class_1,4715,1
class_1,4716,0.8
class_1,4717,0.8
class_1,4718,0.9
class_1,4719,0.8
class_1,4720,0.5
